Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng
Riserva Di Fizzano Chianti Classico Gran Selezione 2011,Italy,Chianti Classico,Rocca delle Macìe,4.0,278,25.49,2011,Chianti Classico,Italy,43.3930219,11.3088538
Pauillac (Grand Cru Classé) 2014,France,Pauillac,Château Duhart-Milon,4.1,278,125.26,2014,Pauillac,France,45.1995626,-0.7484994
Oak Aged Red Blend 2018,Spain,Navarra,Pago de Cirsus,3.7,278,5.3,2018,Navarra,Spain,42.6125488,-1.8307877
Boa-Vista Reserva 2014,Portugal,Douro,Quinta da Boavista,4.2,278,55.0,2014,Douro,Portugal,41.135684,-7.1166743
Percarlo 2013,Italy,Toscana,San Giusto a Rentennano,4.2,278,82.45,2013,Toscana,Italy,43.4586541,11.1389204
Lamaione Toscana 2012,Italy,Toscana,Tenuta CastelGiocondo,4.4,279,53.35,2012,Toscana,Italy,43.4586541,11.1389204
Hochäcker Blaufränkisch 2015,Austria,Mittelburgenland,Weninger,3.8,279,13.9,2015,Mittelburgenland,Austria,47.504516,16.4944303
Vinha da Fonte Touriga Nacional 2018,Portugal,Península de Setúbal,Casa Ermelinda Freitas,4.0,279,6.81,2018,Península de Setúbal,Portugal,38.644731,-9.194438
Barbaresco Albesani Santo Stefano 2011,Italy,Barbaresco,Bruno Giacosa,4.4,279,105.73,2011,Barbaresco,Italy,44.7254469,8.0806959
Ceres Crianza 2016,Spain,Ribera del Duero,Bodegas Asenjo & Manso,3.8,279,16.55,2016,Ribera del Duero,Spain,41.6657566,-3.6863295
Cabernet Sauvignon Garda 2016,Italy,Garda,S. Cristina,4.2,279,14.46,2016,Garda,Italy,45.5756512,10.7085298
Nebbiolo Gavarini Langhe 2018,Italy,Langhe,Elio Grasso,3.8,279,22.22,2018,Langhe,Italy,44.493036,7.974639
Ribera Del Duero 2016,Spain,Ribera del Duero,Francisco Barona,4.2,279,42.89,2016,Ribera del Duero,Spain,41.6657566,-3.6863295
Steytler Pinotage 2017,South Africa,Stellenbosch,Kaapzicht,4.1,279,51.58,2017,Stellenbosch,South Africa,-33.934444,18.869167
Les Cépages Cabernet Sauvignon 2017,France,Pays d'Oc,Baron Philippe de Rothschild,3.3,279,8.78,2017,Pays d'Oc,France,43.604764,1.4540399
120 Reserva Especial Cabernet Sauvignon 2016,Chile,Maipo Valley,Santa Rita,3.3,2797,6.77,2016,Maipo Valley,Chile,-30.0,-71.0
Salice Salentino Liante 2018,Italy,Salice Salentino,Castello Monaci,3.6,28,8.29,2018,Salice Salentino,Italy,40.3856618,17.9637483
Alte Reben Eisenberg Reserve 2015,Austria,Südburgenland,Wachter-Wiesler,4.1,28,38.5,2015,Südburgenland,Austria,47.2915075,16.2072922
Barolo Riserva (Cascina Dardi) 2011,Italy,Barolo,Alessandro e Gian Natale Fantino,4.4,28,48.0,2011,Barolo,Italy,44.6108408,7.9428448
Italian Collection Tosca 2014,South Africa,Stellenbosch,Morgenster Estate,4.0,28,26.27,2014,Stellenbosch,South Africa,-33.934444,18.869167
Cuvée Vignals 2015,France,Minervois,Château Coupe-Roses,3.8,28,17.0,2015,Minervois,France,43.2718,2.52099
Partisan Cru 2015,Slovakia,Slovakia,Slobodné Vinárstvo,3.8,28,19.9,2015,Slovakia,Slovakia,48.7411522,19.4528646
12 Meses en Barrica Crianza 2016,Spain,Uclés,Finca La Estacada,3.9,28,8.92,2016,Uclés,Spain,39.9804328,-2.8615799
Magill Estate Shiraz 2017,Australia,Barossa,Penfolds,4.2,28,163.93,2017,Barossa,Australia,-34.6134149,138.9385455
1851 Reserva Merlot 2017,Chile,Rapel Valley,Ochagavia,3.6,28,9.5,2017,Rapel Valley,Chile,-30.0,-71.0
Norte Roble 2007,Spain,Navarra,Inurrieta,3.4,28,6.77,2007,Navarra,Spain,42.6125488,-1.8307877
Moritz 2014,Germany,Sachsen,Weingut Schloss Proschwitz,3.4,28,15.9,2014,Sachsen,Germany,50.9295798,13.4585052
Chope le Coq 2015,France,Côtes du Tarn,Comte de Thun,3.5,28,9.26,2015,Côtes du Tarn,France,43.899145,1.895175
Ares 2016,Australia,Barossa Valley,Two Hands,4.5,28,120.0,2016,Barossa Valley,Australia,-34.5817132,138.9987872
Merlot Reserve 2017,Austria,Burgenland,Salzl Seewinkelhof,4.0,28,17.5,2017,Burgenland,Austria,47.5000001,16.4166666
Reserva 2015,Spain,Rioja,Verema,4.0,28,11.4,2015,Rioja,Spain,42.3285528,-2.4674917
Montornello Chianti Classico Riserva 2016,Italy,Chianti Classico,Bibbiano,3.7,28,19.9,2016,Chianti Classico,Italy,43.3930219,11.3088538
Mandelpfad Spätburgunder GG 2011,Germany,Pfalz,Knipser,4.1,28,41.49,2011,Pfalz,Germany,53.8156324,13.3702287
Cabernet Sauvignon 2015,Australia,Langhorne Creek,Heartland,3.2,28,12.14,2015,Langhorne Creek,Australia,-35.295938,139.0364451
Château de Varennes Sélection Parcellaire Beaujolais-Villages 2018,France,Beaujolais-Villages,Albert Bichot,3.8,28,7.95,2018,Beaujolais-Villages,France,46.055504,4.592934
Black Blood III Single Vineyard Shiraz 2016,Australia,McLaren Vale,Hugh Hamilton,3.9,28,66.29,2016,McLaren Vale,Australia,-35.2172617,138.5416998
Le Corbeau Côtes Catalanes 2014,France,Côtes du Roussillon Villages,Maison Jean Pla,3.3,28,8.69,2014,Côtes du Roussillon Villages,France,49.023373,2.210713
L’Archange Saint-Émilion 2005,France,Saint-Émilion,Château L’Archange,4.4,28,69.95,2005,Saint-Émilion,France,44.8931452,-0.1560662
Villa Bürklin Cuvée Rot 2016,Germany,Pfalz,Dr. Bürklin-Wolf,3.0,28,9.34,2016,Pfalz,Germany,53.8156324,13.3702287
Merlot - Cabernet Sauvignon Buzet 2017,France,Buzet,Lionel Osmin & Cie,4.2,28,8.9,2017,Buzet,France,43.7096644,-0.8313243
Brouilly 2017,France,Brouilly,Richard Rottiers,3.7,28,14.43,2017,Brouilly,France,46.1039914,4.646337
Réserve Minervois La Livinière 2017,France,Minervois La Livinière,Domaine des Aires Hautes,3.9,28,10.95,2017,Minervois La Livinière,France,43.3124595,2.6385734
Spätburgunder Trocken 2017,Germany,Baden,Alde Gott,3.1,28,8.49,2017,Baden,Germany,53.0023496,9.0820955
Galea Vernatsch 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.4,28,10.63,2018,Südtirol - Alto Adige,Italy,46.441472,11.282121
Reserve Collection Cabernet Sauvignon 2019,South Africa,Western Cape,Oude Kaap,3.7,28,5.25,2019,Western Cape,South Africa,-33.546977,20.72753
Castro Ventosa Valtuille La Cova de la Raposa 2015,Spain,Bierzo,Raúl Pérez,4.2,28,38.9,2015,Bierzo,Spain,42.60645,-6.8097712
En Sol Red 2015,France,Méditerranée,Domaine de la Tour du Bon,3.8,28,49.9,2015,Méditerranée,France,43.6487851,2.3435684
Pomerol 2016,France,Pomerol,Château Bonalgue,4.1,28,43.85,2016,Pomerol,France,44.9311234,-0.1999904
Nero d'Avola 2017,Italy,Sicilia,Poggio Graffetta,3.7,28,8.68,2017,Sicilia,Italy,37.587794,14.155048
G 2015,South Africa,Western Cape,4G Wine Estate,4.8,28,463.03,2015,Western Cape,South Africa,-33.546977,20.72753
Les Saint-Georges Nuits-Saint-Georges 1er Cru 2015,France,Nuits-Saint-Georges Premier Cru,Domaine Robert Chevillon,4.1,28,113.39,2015,Nuits-Saint-Georges Premier Cru,France,47.1543772,4.9456437
Castel Firmian Riserva Teroldego Rotaliano 2015,Italy,Teroldego Rotaliano,Mezzacorona,3.7,28,9.37,2015,Teroldego Rotaliano,Italy,42.83333,12.83333
Barolo 2016,Italy,Barolo,Mauro Molino,3.8,28,36.5,2016,Barolo,Italy,44.6108408,7.9428448
Primitivo (Since 1913) 2017,Italy,Primitivo di Manduria,Torrevento,3.9,28,14.35,2017,Primitivo di Manduria,Italy,40.4002788,17.6374622
Blauer Zweigelt Klassik 2016,Austria,Wagram,Leth,3.3,28,7.31,2016,Wagram,Austria,48.4173292,15.9560853
Buntsandstein 2015,Germany,Baden,Enderle & Moll,3.9,28,35.0,2015,Baden,Germany,53.0023496,9.0820955
Moulis-en-Médoc 2005,France,Moulis-en-Médoc,Château Duplessis,3.7,28,7.75,2005,Moulis-en-Médoc,France,45.0564852,-0.7736381
Blaufränkisch 2017,Austria,Burgenland,Strehn,3.4,28,10.28,2017,Burgenland,Austria,47.5000001,16.4166666
Rosso di Montepulciano 2018,Italy,Rosso di Montepulciano,Poggio Alla Sala,3.8,28,8.37,2018,Rosso di Montepulciano,Italy,43.0921014,11.7818472
Primo Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Farnese,3.6,28,6.63,2018,Montepulciano d'Abruzzo,Italy,42.1565463,14.6066804
Pecunia 12 Meses 2013,Spain,Ribera del Duero,Campos Goticos,3.3,28,12.1,2013,Ribera del Duero,Spain,41.6657566,-3.6863295
Salice Salentino Riserva 2014,Italy,Salice Salentino,Casato di Melzi,3.8,28,6.66,2014,Salice Salentino,Italy,40.3856618,17.9637483
Lunatico Negroamaro 2018,Italy,Puglia,Vigneti del Salento,3.9,28,5.75,2018,Puglia,Italy,40.9842539,16.6210027
Negroamaro Salento 2018,Italy,Salento,Casato di Melzi,3.9,28,6.49,2018,Salento,Italy,40.248604,15.190058
Duelecci Est Riserva Brunello di Montalcino (Duelecci Ovest) 2013,Italy,Brunello di Montalcino,Tenuta di Sesta,4.1,28,57.51,2013,Brunello di Montalcino,Italy,43.3204995,11.3281859
Chambolle-Musigny 2017,France,Chambolle-Musigny,Joseph Drouhin,4.0,28,64.24,2017,Chambolle-Musigny,France,47.1864158,4.9533347
Spätburgunder CCL 2013,Germany,Baden,Fritz Waßmer,4.4,28,68.0,2013,Baden,Germany,53.0023496,9.0820955
Merlot 2019,South Africa,Western Cape,Golden Kaan,3.2,28,5.79,2019,Western Cape,South Africa,-33.546977,20.72753
Cabriana Terra Alta 2015,Spain,Terra Alta,Torres,3.7,28,14.52,2015,Terra Alta,Spain,41.0273523,0.4105997
Vinha do Almo Tinto 2016,Portugal,Alentejano,Herdade do Perdigão,3.6,28,8.29,2016,Alentejano,Portugal,38.8421261,-7.5871012
Selecció 2011,Spain,Pla de Bages,Abadal,3.8,28,29.9,2011,Pla de Bages,Spain,41.7785429,1.8904077
Triennia 2015,Spain,Ribera del Duero,Portia,3.9,28,59.0,2015,Ribera del Duero,Spain,41.6657566,-3.6863295
Rioja Crianza 2017,Spain,Rioja,Viña Bujanda,3.3,28,7.6,2017,Rioja,Spain,42.3285528,-2.4674917
Chianti Riserva 2016,Italy,Chianti,Majnoni Guicciardini,3.8,28,15.01,2016,Chianti,Italy,43.5824597,11.3168731
Haut-Médoc (Grand Cru Classé) 2017,France,Haut-Médoc,Château Belgrave,3.3,28,34.12,2017,Haut-Médoc,France,45.1445995,-0.7357492
Spätburgunder Trocken 2016,Germany,Baden,Kiefer,3.3,28,7.26,2016,Baden,Germany,53.0023496,9.0820955
Albis 2016,Chile,Maipo Valley,Haras de Pirque,4.3,28,49.0,2016,Maipo Valley,Chile,-30.0,-71.0
Roccabella Dolcetto d'Alba 2017,Italy,Dolcetto d'Alba,Vite Colte,3.6,28,8.5,2017,Dolcetto d'Alba,Italy,42.83333,12.83333
Neipperger Spätburgunder 2014,Germany,Württemberg,Grafen Neipperg,3.6,28,12.58,2014,Württemberg,Germany,48.3366504,9.0994058
Vignelacroix Rouge 2018,France,La Clape,Château Ricardelle,3.8,28,13.15,2018,La Clape,France,42.9675839,2.5482974
Evolución Reserva Carménère 2017,Chile,Maule Valley,Casa Donoso,3.7,28,6.73,2017,Maule Valley,Chile,-30.0,-71.0
Mercurey 1er Cru 'Clos du Roy' 2017,France,Mercurey 1er Cru 'Le Clos du Roy',Jean-Pierre Charton,4.1,28,29.9,2017,Mercurey 1er Cru 'Le Clos du Roy',France,46.826683,4.719678
Serra delle Ciavole Aglianico 2014,Italy,Calabria,Ferrocinto,3.8,28,13.5,2014,Calabria,Italy,39.0565974,16.5249864
Pura Fe Cabernet Sauvignon 2017,Chile,Maipo Valley,Antiyal,3.5,28,16.95,2017,Maipo Valley,Chile,-30.0,-71.0
Sasbacher Limburg Spätburgunder 2015,Germany,Baden,Weingut Bercher,3.9,28,19.9,2015,Baden,Germany,53.0023496,9.0820955
Les Fagnes Rouge 2014,France,Costières-de-Nîmes,Clos des Boutes,4.0,28,13.26,2014,Costières-de-Nîmes,France,43.8174458,4.358032
Nero d'Avola 2019,Italy,Terre Siciliane,Zabu,3.7,28,4.67,2019,Terre Siciliane,Italy,42.83333,12.83333
Chianti Classico Riserva 2015,Italy,Chianti Classico,Capraia,3.6,28,24.19,2015,Chianti Classico,Italy,43.3930219,11.3088538
Salice Salentino Riserva 2015,Italy,Salice Salentino,L'Antesi,4.0,28,11.51,2015,Salice Salentino,Italy,40.3856618,17.9637483
Quarantatre 43 Barbaresco 2013,Italy,Langhe,Massimo Rattalino,4.1,28,36.15,2013,Langhe,Italy,44.493036,7.974639
Douro Tinto (Colheita Unoaked) 2017,Portugal,Douro,Quinta Nova de Nossa Senhora do Carmo,3.9,280,9.75,2017,Douro,Portugal,41.135684,-7.1166743
Les Picasses Chinon 2014,France,Chinon,Domaine Olga Raffault,4.0,280,21.9,2014,Chinon,France,47.1667182,0.2402095
Barolo Bricco Delle Viole 2015,Italy,Barolo,G.D. Vajra,4.2,280,79.68,2015,Barolo,Italy,44.6108408,7.9428448
Côte-Rôtie Les Bécasses 2014,France,Côte-Rôtie,M. Chapoutier,4.2,280,76.32,2014,Côte-Rôtie,France,44.7267925,-0.3900425
Gravello Rosso 2015,Italy,Val di Neto,Librandi,3.8,280,21.39,2015,Val di Neto,Italy,39.1881325,16.8550962
Chafandin 2016,Spain,Ribera del Duero,Jaro,4.3,280,28.06,2016,Ribera del Duero,Spain,41.6657566,-3.6863295
Syrah Sicilia 2017,Italy,Sicilia,Feudo Arancio,3.6,280,4.9,2017,Sicilia,Italy,37.587794,14.155048
La Ponce Rasteau 2016,France,Rasteau,Domaine des Escaravailles,3.9,280,15.9,2016,Rasteau,France,44.2298319,4.9856444
Rèmole Rosso 2018,Italy,Toscana,Frescobaldi,3.7,2809,7.95,2018,Toscana,Italy,43.4586541,11.1389204
Freestone-Occidental Pinot Noir 2016,United States,Sonoma Coast,Occidental,4.4,281,80.24,2016,Sonoma Coast,United States,28.4225165,-81.6551998
Re Manfredi Aglianico del Vulture 2013,Italy,Aglianico del Vulture,Terre degli Svevi,3.8,281,16.29,2013,Aglianico del Vulture,Italy,40.95125,15.63543
21 Gables Pinotage 2016,South Africa,Western Cape,Spier,4.2,281,25.95,2016,Western Cape,South Africa,-33.546977,20.72753
In & Out 2014,Italy,Montepulciano d'Abruzzo,Collefrisio,4.4,281,32.95,2014,Montepulciano d'Abruzzo,Italy,42.1565463,14.6066804
Barolo Bussia 2015,Italy,Barolo,Giacomo Fenocchio,4.0,281,39.9,2015,Barolo,Italy,44.6108408,7.9428448
Valpolicella Classico 2016,Italy,Valpolicella Classico,Lenotti,3.8,281,7.26,2016,Valpolicella Classico,Italy,42.83333,12.83333
Merlot 2013,United States,Wahluke Slope,Seven Falls,3.9,281,14.95,2013,Wahluke Slope,United States,46.7206936,-119.3980773
Saint-Émilion Grand Cru 2009,France,Saint-Émilion Grand Cru,Château Tour Baladoz,3.9,281,35.09,2009,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Colección Privada 2015,Spain,Rioja,Sierra Cantabria,4.0,281,31.95,2015,Rioja,Spain,42.3285528,-2.4674917
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Barde-Haut,3.9,281,50.95,2005,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Bushvine Pinotage 2017,South Africa,Paarl,Lievland Vineyards,3.7,2816,12.99,2017,Paarl,South Africa,-33.7310282,18.9642117
Lourens River Valley 2007,South Africa,Stellenbosch,Morgenster Estate,4.1,282,17.5,2007,Stellenbosch,South Africa,-33.934444,18.869167
Gabarinza 2013,Austria,Burgenland,Heinrich,4.0,282,39.95,2013,Burgenland,Austria,47.5000001,16.4166666
Hommage à Jacques Perrin Châteauneuf-du-Pape 2013,France,Châteauneuf-du-Pape,Château de Beaucastel,4.4,282,387.97,2013,Châteauneuf-du-Pape,France,44.055989,4.8317351
Cabernet Sauvignon Reserve Collection 2016,South Africa,Stellenbosch,Tokara,4.1,282,26.55,2016,Stellenbosch,South Africa,-33.934444,18.869167
Optimus Estate Proprietary Red 2014,United States,Paso Robles,L'Aventure,4.3,282,65.0,2014,Paso Robles,United States,35.6262618,-120.6901319
Tempranillo 2018,Spain,Valencia,The Tapas Wine Collection,3.5,282,6.9,2018,Valencia,Spain,39.4697065,-0.3763353
Rouge (Gaston Hochar) 1999,Lebanon,Bekaa Valley,Château Musar,4.3,2829,36.94,1999,Bekaa Valley,Lebanon,33.83333,36.0
Bordeaux Supérieur 2015,France,Bordeaux Supérieur,Château Grand Pascaud,3.5,283,7.75,2015,Bordeaux Supérieur,France,44.884045,-0.562129
Three Cape Ladies Cape Blend 2016,South Africa,Stellenbosch,Warwick,3.8,283,16.69,2016,Stellenbosch,South Africa,-33.934444,18.869167
Côtes du Rhône 2017,France,Côtes-du-Rhône,Xavier Vignon,3.7,283,8.95,2017,Côtes-du-Rhône,France,44.7667285,4.8528701
Barrel Reserve 60/40 Cabernet Sauvignon - Merlot 2018,Chile,Maipo Valley,Santa Ema,3.9,283,9.79,2018,Maipo Valley,Chile,-30.0,-71.0
Malbec 2015,Argentina,Uco Valley,DiamAndes,3.6,283,15.99,2015,Uco Valley,Argentina,-34.0,-64.0
Nebbiolo D'Alba Bernardina 2017,Italy,Nebbiolo d'Alba,Ceretto,3.8,283,24.27,2017,Nebbiolo d'Alba,Italy,44.6978607,8.0094185
La Casa Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Caparzo,4.2,283,42.89,2013,Brunello di Montalcino,Italy,43.3204995,11.3281859
Saint-Émilion Grand Cru 2008,France,Saint-Émilion Grand Cru,Château Puy-Blanquet,3.6,283,21.55,2008,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Torre Albéniz Reserva Ribera del Duero 2014,Spain,Ribera del Duero,Finca Torremilanos,4.1,283,48.55,2014,Ribera del Duero,Spain,41.6657566,-3.6863295
Cabernet Sauvignon 2014,United States,Central Coast,Ryder Estate,3.7,283,15.9,2014,Central Coast,United States,44.4190178,-124.0763817
Nebbiolo d'Alba Marne Brune 2016,Italy,Piemonte,Fontanafredda,3.7,283,15.74,2016,Piemonte,Italy,45.060735,7.923549
Il Leo Chianti Superiore 2016,Italy,Chianti,Ruffino,3.6,283,10.57,2016,Chianti,Italy,43.5824597,11.3168731
Merlot - Petit Verdot Penedès 3055 2018,Spain,Penedès,Jean Leon,3.8,283,13.37,2018,Penedès,Spain,41.3463825,1.6995213
Plaisir de Siaurac Lalande-de-Pomerol 2016,France,Lalande-de-Pomerol,Château Siaurac,3.8,283,13.5,2016,Lalande-de-Pomerol,France,44.9560756,-0.2104434
ARTEMIS Cabernet Sauvignon 2017,United States,Napa Valley,Stag's Leap Wine Cellars,4.4,2836,65.0,2017,Napa Valley,United States,38.8484702,-94.413093
Saint-Estèphe (Grand Cru Classé) 2013,France,Saint-Estèphe,Château Montrose,4.1,284,106.25,2013,Saint-Estèphe,France,45.5925,0.6633333
Appassimento 2017,Italy,Puglia,Today's Special,3.7,284,6.81,2017,Puglia,Italy,40.9842539,16.6210027
Tinto 2016,Portugal,Dão,Fonte do Ouro,3.7,284,7.95,2016,Dão,Portugal,39.9375585,-7.8638768
Primitivo Salento Artas 2016,Italy,Salento,Castello Monaci,4.0,284,16.47,2016,Salento,Italy,40.248604,15.190058
Maroccoli Syrah 2015,Italy,Menfi,Planeta,4.0,284,20.29,2015,Menfi,Italy,37.606639,12.967843
Veneto Velluto Appassimento 2017,Italy,Veneto,Zonin,3.7,285,6.97,2017,Veneto,Italy,45.6476663,11.8665254
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Clos Fourtet,4.4,285,159.95,2010,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Petit Pissarres 2017,Spain,Priorat,Costers del Priorat,3.9,285,10.89,2017,Priorat,Spain,41.2137983,0.8116236
Dadá Art 1 2019,Argentina,San Juan,Bodega Finca Las Moras,3.7,285,7.45,2019,San Juan,Argentina,-30.7054363,-69.1988222
Pitti 2016,Austria,Burgenland,Pittnauer,3.6,285,12.5,2016,Burgenland,Austria,47.5000001,16.4166666
Carmenère 2018,Chile,Peumo,Marques de Casa Concha,4.1,285,20.54,2018,Peumo,Chile,-34.3959163,-71.1694264
Corimbo 2015,Spain,Ribera del Duero,Bodegas La Horra,4.0,285,21.9,2015,Ribera del Duero,Spain,41.6657566,-3.6863295
La Rosa Barolo 2011,Italy,Barolo,Fontanafredda,4.0,285,57.51,2011,Barolo,Italy,44.6108408,7.9428448
Gran Vos Reserva Somontano 2013,Spain,Somontano,Viñas del Vero,3.9,285,17.89,2013,Somontano,Spain,42.0883878,0.0994041
Zweigelt 2016,Austria,Burgenland,Umathum,3.6,285,13.2,2016,Burgenland,Austria,47.5000001,16.4166666
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Beau-Sejour Becot,4.2,285,75.06,2015,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château Pavie Macquin,4.4,285,149.95,2010,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Blaufränkisch Kalkstein 2018,Austria,Burgenland,Claus Preisinger,3.8,285,10.9,2018,Burgenland,Austria,47.5000001,16.4166666
Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Lynch-Bages,4.3,2853,126.24,2011,Pauillac,France,45.1995626,-0.7484994
Vinha Grande Douro 2016,Portugal,Douro,Casa Ferreirinha,3.9,2854,13.44,2016,Douro,Portugal,41.135684,-7.1166743
Cantaloro Toscana Rosso 2016,Italy,Toscana,Avignonesi,3.8,286,9.9,2016,Toscana,Italy,43.4586541,11.1389204
Barbera d’Alba 2017,Italy,Piemonte,Bruno Giacosa,4.1,286,25.39,2017,Piemonte,Italy,45.060735,7.923549
Marius Grenache - Syrah 2019,France,Pays d'Oc,M. Chapoutier,3.8,286,6.5,2019,Pays d'Oc,France,43.604764,1.4540399
Les Cépages Cabernet Sauvignon 2012,France,Pays d'Oc,Baron Philippe de Rothschild,3.1,286,8.69,2012,Pays d'Oc,France,43.604764,1.4540399
1300 Merlot 2015,Argentina,Tupungato,Andeluna,3.4,286,9.69,2015,Tupungato,Argentina,-33.3723648,-69.1479533
Saint-Estèphe 2014,France,Saint-Estèphe,Château La Commanderie,3.8,286,17.9,2014,Saint-Estèphe,France,45.5925,0.6633333
Venezia Giulia Cabernet Sauvignon 2017,Italy,Venezia Giulia,Lis Neris,4.0,286,20.95,2017,Venezia Giulia,Italy,45.6528943,13.7804956
Rioja Crianza 2016,Spain,Rioja,Marqués de Cáceres,3.6,2864,8.47,2016,Rioja,Spain,42.3285528,-2.4674917
Tres Picos Garnacha 2017,Spain,Campo de Borja,Borsao,4.1,2866,13.5,2017,Campo de Borja,Spain,41.7865415,-1.5058323
Cabernet Sauvignon 2017,Chile,Colchagua Valley,Los Vascos,3.4,2868,12.14,2017,Colchagua Valley,Chile,-30.0,-71.0
Médoc 2015,France,Médoc,Château Poitevin,3.6,287,14.7,2015,Médoc,France,49.3524933,6.1542002
Merlot Veneto 2016,Italy,Veneto,Santa Margherita,3.5,287,6.96,2016,Veneto,Italy,45.6476663,11.8665254
Sandstone Merlot 2016,United States,Livermore Valley,Wente,3.9,287,11.9,2016,Livermore Valley,United States,36.009638,-115.2831998
Vitral Reserva Merlot 2015,Chile,Rapel Valley,Viña Maipo,3.4,287,7.5,2015,Rapel Valley,Chile,-30.0,-71.0
Cardanera Carignano del Sulcis 2017,Italy,Carignano del Sulcis,Argiolas,3.7,287,8.6,2017,Carignano del Sulcis,Italy,39.06667,8.68333
Tempranillo 2018,Spain,Rioja,Viña Bujanda,3.3,287,6.07,2018,Rioja,Spain,42.3285528,-2.4674917
Douro Redoma Tinto 2017,Portugal,Douro,Niepoort,4.2,288,31.57,2017,Douro,Portugal,41.135684,-7.1166743
Dedicato a Walter Bolgheri Superiore 2007,Italy,Bolgheri Superiore,Poggio Al Tesoro,4.3,288,79.9,2007,Bolgheri Superiore,Italy,44.46006,7.10425
Vino Nobile di Montepulciano 2011,Italy,Vino Nobile di Montepulciano,Icario,3.8,288,16.46,2011,Vino Nobile di Montepulciano,Italy,43.0716467,11.8054771
Haut-Médoc 2001,France,Haut-Médoc,Château Malescasse,3.7,288,23.23,2001,Haut-Médoc,France,45.1445995,-0.7357492
Moulis-en-Médoc 2016,France,Moulis-en-Médoc,Château Poujeaux,3.9,288,32.85,2016,Moulis-en-Médoc,France,45.0564852,-0.7736381
Signature Tinto 2018,Portugal,Alentejano,Mocho Galego,3.8,288,9.75,2018,Alentejano,Portugal,38.8421261,-7.5871012
Médoc 2015,France,Médoc,Château Potensac,3.8,288,32.12,2015,Médoc,France,49.3524933,6.1542002
